,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
4331,2014062514882,2014-06-19 00:00:00,2014-06-19 00:00:00,PDX,Portland International,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,0.0,-
4332,2014062514883,2014-06-17 00:00:00,2014-05-27 21:50:00,DCA,Ronald Reagan Washington National Airport,USAir  ,Property Damage,Checkpoint,Personal Electronics,449.99,Settle
4333,2014062514884,2014-06-17 00:00:00,2014-06-09 12:00:00,SEA,Seattle-Tacoma International,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,-
4334,2014062514885,2014-06-17 00:00:00,2014-05-16 12:30:00,PIT,Pittsburgh International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,0.0,Deny
4335,2014062514886,2014-06-19 00:00:00,2014-06-05 07:15:00,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories; Personal Electronics; Personal Electronics,0.0,-
4336,2014062514887,2014-06-16 00:00:00,2014-05-17 18:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,0.0,-
4337,2014062514888,2014-06-19 00:00:00,2014-05-31 17:50:00,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,61.0,Settle
4338,2014062514890,2014-06-19 00:00:00,2014-05-22 00:00:00,PDX,Portland International,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,Deny
4339,2014062514891,2014-06-19 00:00:00,2014-06-14 09:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,40.0,Approve in Full
4340,2014062514892,2014-06-19 00:00:00,2014-06-09 07:00:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,228.04,Approve in Full
4341,2014062514893,2014-06-18 00:00:00,2014-05-13 00:00:00,ABQ,Albuquerque International Sunport Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
4342,2014062514894,2014-06-17 00:00:00,2014-02-14 00:00:00,FLL,Ft. Lauderdale-Hollywood International,UAL  ,Property Damage,Checkpoint,Personal Electronics,0.0,-
4343,2014062514895,2014-06-25 00:00:00,2014-06-11 00:00:00,PHL,Philadelphia International Airport,UAL  ,Property Damage,Checkpoint,Clothing,217.45,Approve in Full
4344,2014062514896,2014-06-18 00:00:00,2014-06-06 22:59:00,SEA,Seattle-Tacoma International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,60.0,Approve in Full
4345,2014062514897,2014-06-17 00:00:00,2014-06-15 00:00:00,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,-
4346,2014062514898,2014-06-18 00:00:00,2014-06-09 00:00:00,TPA,Tampa International,USAir  ,Passenger Property Loss,Checkpoint,Computer & Accessories,0.0,Deny
4347,2014062514899,2014-06-13 00:00:00,2014-05-13 12:15:00,SFO,San Francisco International,Virgin America,Passenger Property Loss,Checkpoint,Currency; Other,0.0,-
4348,2014062614900,2014-06-18 00:00:00,2014-05-22 17:10:00,PVD,"TF Green Airport, Providence",Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
4349,2014062614901,2014-06-19 00:00:00,2014-06-12 12:00:00,MCO,Orlando International Airport,Air Canada,Passenger Property Loss,Checked Baggage,-,47.93,Approve in Full
4350,2014062614902,2014-06-18 00:00:00,2014-06-09 19:20:00,F,Foreign airport,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4351,2014062614903,2014-06-18 00:00:00,2014-06-01 07:30:00,LCK,Rickenbacker International Airport,Allegiant Air,Passenger Property Loss,Checked Baggage,-,180.0,Approve in Full
4352,2014062614904,2014-06-18 00:00:00,2014-05-19 10:00:00,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0.0,-
4353,2014062614905,2014-06-18 00:00:00,2014-05-20 00:00:00,DEN,Denver International Airport ,Spirit Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,Deny
4354,2014062614906,2014-06-18 00:00:00,2014-05-19 17:00:00,IAD,Washington Dulles International,British Airways  ,Property Damage,Checked Baggage,Other,150.0,Approve in Full
4355,2014062614907,2014-06-18 00:00:00,2014-04-29 15:30:00,IND,Indianapolis International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,489.81,Settle
4356,2014062614908,2014-06-18 00:00:00,2014-05-08 00:00:00,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,Cameras,0.0,Deny
4357,2014062614909,2014-06-26 00:00:00,2014-04-01 20:30:00,LAX,Los Angeles International Airport ,Southwest Airlines  ,Personal Injury,Checkpoint,-,0.0,-
4358,2014062614910,2014-06-27 00:00:00,2014-06-15 10:30:00,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
4359,2014062714911,2014-06-18 00:00:00,2013-07-12 20:00:00,JFK,John F. Kennedy International,Iberia Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,-
4360,2014062714912,2014-06-12 00:00:00,2014-05-23 00:00:00,CHS,Charleston International,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,446.47,Settle
4361,2014062714913,2014-06-17 00:00:00,2014-06-02 00:00:00,ICT,Wichita Mid-Continent,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,0.0,-
4362,2014062714914,2014-06-18 00:00:00,2014-05-15 15:45:00,LAX,Los Angeles International Airport ,China Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4363,2014062714915,2014-06-17 00:00:00,2014-06-04 00:00:00,HSV,Huntsville International Airport,USAir  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,-
4364,2014062714916,2014-06-17 00:00:00,2014-06-10 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4365,2014062714917,2014-06-18 00:00:00,2014-05-12 00:00:00,ISP,"Long Island McArthur, Islip",Allegiant Air,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4366,2014062714918,2014-06-19 00:00:00,2014-06-17 00:00:00,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,0.0,Deny
4367,2014062714919,2014-06-17 00:00:00,2014-06-13 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.0,Deny
4368,2014062714920,2014-06-20 00:00:00,2014-06-17 00:00:00,CLE,Cleveland Hopkins International,-,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
4369,2014062714921,2014-06-17 00:00:00,2014-06-08 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,2050.0,Approve in Full
4370,2014062714922,2014-06-27 00:00:00,2013-12-01 20:15:00,FWA,Ft. Wayne Municipal- Baer Field,-,Property Damage,Checkpoint,-,25483.44,Settle
4371,2014062714923,2014-06-17 00:00:00,2014-05-14 00:00:00,SNA,John Wayne,Delta Air Lines  ,Property Damage,Checked Baggage,Other,150.0,Settle
4372,2014062714924,2014-06-17 00:00:00,2014-06-15 00:00:00,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
4373,2014062714925,2014-06-17 00:00:00,2014-06-07 00:00:00,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,0.0,Deny
4374,2014062714926,2014-06-19 00:00:00,2014-06-14 00:00:00,MIA,Miami International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,64.19,Approve in Full
4375,2014063014927,2014-06-19 00:00:00,2014-06-16 08:30:00,DEN,Denver International Airport ,American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,Deny
4376,2014063014928,2014-06-19 00:00:00,2014-05-24 12:15:00,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Currency,0.0,Deny
4377,2014063014929,2014-06-19 00:00:00,2014-06-09 06:15:00,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,-
4378,2014063014930,2014-06-19 00:00:00,2014-06-11 00:00:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
4379,2014063014931,2014-06-19 00:00:00,2014-06-16 18:39:00,MKE,General Mitchell International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,-
4380,2014063014932,2014-06-18 00:00:00,2014-04-19 21:00:00,DTW,Detroit Metropolitan Wayne County Airport,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4381,2014063014933,2014-06-19 00:00:00,2014-06-08 14:00:00,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,0.0,Deny
4382,2014063014934,2014-06-19 00:00:00,2014-06-10 16:59:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Other,677.51,Settle
4383,2014063014935,2014-06-17 00:00:00,2014-06-16 00:00:00,BDL,Bradley International Airport,USAir  ,Property Damage,Checkpoint,Personal Electronics,0.0,-
4384,2014063014936,2014-06-18 00:00:00,2014-06-09 00:00:00,BOS,Boston (Logan) International Airport ,Iberia Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
4385,2014063014937,2014-06-18 00:00:00,2014-06-12 00:00:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
4386,2014063014938,2014-06-16 00:00:00,2014-05-27 00:00:00,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4387,2014063014939,2014-06-18 00:00:00,2014-05-03 00:00:00,JFK,John F. Kennedy International,-,Property Damage,Checkpoint,Personal Electronics,0.0,-
4388,2014063014940,2014-06-19 00:00:00,2014-06-08 00:00:00,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,85.0,Approve in Full
4389,2014063014941,2014-06-20 00:00:00,2014-06-17 00:00:00,MSP,Minneapolis/ St.Paul International Airport,-,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,-
4390,2014063014942,2014-06-19 00:00:00,2014-06-14 00:00:00,JFK,John F. Kennedy International,Copa Airlines,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
4391,2014063014943,2014-06-18 00:00:00,2014-05-05 00:00:00,HNL,Honolulu International Airport,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,393.65,Approve in Full
4392,2014063014944,2014-06-20 00:00:00,2014-05-21 00:00:00,LGA,LaGuardia ,Delta Air Lines  ,-,Checkpoint,Computer & Accessories,900.0,Settle
4393,2014063014945,2014-06-19 00:00:00,2014-06-12 00:00:00,JFK,John F. Kennedy International,Kuwait Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,0.0,-
4394,2014063014946,2014-06-19 00:00:00,2014-05-13 00:00:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,-
4395,2014063014947,2014-06-18 00:00:00,2014-05-20 00:00:00,MDW,Midway International Airport,AirTran Airlines,Property Damage,Checked Baggage,Travel Accessories,0.0,Deny
4396,2014063014948,2014-06-20 00:00:00,2014-06-18 00:00:00,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
4397,2014063014949,2014-06-18 00:00:00,2014-06-02 00:00:00,MEM,Memphis International Airport,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,0.0,-
4398,2014063014950,2014-06-18 00:00:00,2014-06-14 00:00:00,LGA,LaGuardia ,USAir  ,Property Damage,Checkpoint,Personal Electronics,270.0,Approve in Full
4399,2014063014951,2014-06-20 00:00:00,2014-06-15 14:05:00,KOA,Kona International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,36.99,Approve in Full
4400,2014063014952,2014-06-23 00:00:00,2014-05-16 00:00:00,TPA,Tampa International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,Deny
4401,2014063014953,2014-06-23 00:00:00,2014-05-14 00:00:00,BQN,Rafael Hernandez,Jet Blue,Passenger Property Loss,Checkpoint,Personal Electronics; Personal Electronics,0.0,Deny
4402,2014070114954,2014-06-24 00:00:00,2014-06-12 08:45:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,Deny
4403,2014070114955,2014-06-30 00:00:00,2014-05-14 09:30:00,ZZX,Non TSA Airport (motor vehicle),-,Property Damage,Motor Vehicle,-,1003.13,Settle
4404,2014070114956,2014-06-24 00:00:00,2014-06-06 00:00:00,ALB,Albany International,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,-
4405,2014070114957,2014-06-24 00:00:00,2014-05-23 00:00:00,PHX,Phoenix Sky Harbor International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0.0,-
4406,2014070114958,2014-06-24 00:00:00,2014-06-17 07:00:00,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
4407,2014070114959,2014-06-24 00:00:00,2014-04-02 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming; Other,301.97,Settle
4408,2014070114960,2014-07-01 00:00:00,2014-06-12 00:00:00,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
4409,2014070114961,2014-06-24 00:00:00,2014-06-22 07:00:00,DAY,James M. Cox Dayton International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.0,Deny
4410,2014070114962,2014-06-19 00:00:00,2014-05-14 00:00:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing",0.0,Deny
4411,2014070114963,2014-06-19 00:00:00,2014-06-01 04:50:00,PHX,Phoenix Sky Harbor International,UAL  ,Property Damage,Checkpoint,Computer & Accessories,350.0,Approve in Full
4412,2014070114964,2014-06-24 00:00:00,2014-05-24 00:00:00,EWR,Newark International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,100.0,Approve in Full
4413,2014070114965,2014-06-20 00:00:00,2014-06-09 16:30:00,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checkpoint,Travel Accessories,100.0,Approve in Full
4414,2014070114966,2014-06-20 00:00:00,2014-06-04 00:00:00,BOS,Boston (Logan) International Airport ,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4415,2014070114967,2014-06-19 00:00:00,2014-06-01 00:00:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny
4416,2014070114968,2014-06-24 00:00:00,2014-06-22 15:15:00,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,-,0.0,-
4417,2014070114969,2014-06-24 00:00:00,2014-01-08 13:30:00,PHX,Phoenix Sky Harbor International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny
4418,2014070114970,2014-06-12 00:00:00,2014-06-08 00:00:00,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,100.0,Approve in Full
4419,2014070114971,2014-06-13 00:00:00,2014-05-19 06:00:00,JFK,John F. Kennedy International,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,-
4420,2014070114972,2014-06-19 00:00:00,2014-05-15 15:30:00,-,-,-,Passenger Property Loss,Checkpoint,Computer & Accessories,0.0,-
4421,2014070114973,2014-06-21 00:00:00,2014-05-20 00:00:00,EWR,Newark International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
4422,2014070114974,2014-06-19 00:00:00,2014-05-09 16:30:00,SGF,Springfield-Branson National Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0.0,Deny
4423,2014070114975,2014-06-22 00:00:00,2014-06-22 00:00:00,MSY,New Orleans International,USAir  ,Property Damage,Checkpoint,Sporting Equipment & Supplies,690.0,Approve in Full
4424,2014070114976,2014-06-24 00:00:00,2014-06-21 18:15:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Travel Accessories,263.2,Settle
4425,2014070114977,2014-06-19 00:00:00,2014-05-18 00:00:00,GSO,Piedmont Triad International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Jewelry & Watches,0.0,Deny
4426,2014070114978,2014-06-24 00:00:00,2014-03-09 15:00:00,ORD,Chicago O'Hare International Airport,Air India,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,-
4427,2014070114979,2014-06-19 00:00:00,2014-06-13 09:05:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,0.0,Deny
4428,2014070114980,2014-06-24 00:00:00,2014-06-03 21:45:00,JFK,John F. Kennedy International,Kuwait Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Home Decor,0.0,-
4429,2014070114981,2014-06-20 00:00:00,2014-06-15 11:30:00,OGG,"Kahului-Maui, HI",Alaska Airlines  ,Property Damage,Checkpoint,Personal Accessories,489.0,Approve in Full
4430,2014070114982,2014-06-19 00:00:00,2014-06-18 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,Deny
4431,2014070114983,2014-06-24 00:00:00,2014-06-21 12:04:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,450.0,Approve in Full
4432,2014070114984,2014-06-23 00:00:00,2014-06-10 00:00:00,CLE,Cleveland Hopkins International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Clothing,0.0,-
4433,2014070114985,2014-06-20 00:00:00,2014-04-24 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Jewelry & Watches,225.0,Approve in Full
4434,2014070114986,2014-06-20 00:00:00,2014-04-27 00:00:00,HRL,Rio Grande Valley International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,-,0.0,-
4435,2014070114987,2014-06-23 00:00:00,2014-06-12 00:00:00,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,75.0,Settle
4436,2014070214988,2014-06-24 00:00:00,2014-05-28 11:43:00,MIA,Miami International Airport,Air Canada,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4437,2014070214990,2014-06-23 00:00:00,2014-05-27 21:30:00,IAD,Washington Dulles International,Turkish Airlines  ,Property Damage,Checkpoint,Sporting Equipment & Supplies,46.37,Approve in Full
4438,2014070214991,2014-06-23 00:00:00,2014-06-16 09:45:00,LAS,McCarran International,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,-
4439,2014070214992,2014-06-23 00:00:00,2014-06-21 15:30:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,-
4440,2014070214993,2014-06-23 00:00:00,2014-02-18 19:55:00,IAD,Washington Dulles International,Turkish Airlines  ,Property Damage,Checked Baggage,Other,297.05,Approve in Full
4441,2014070214994,2014-06-24 00:00:00,2014-06-01 14:09:00,PIT,Pittsburgh International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0.0,Deny
4442,2014070214995,2014-06-23 00:00:00,2014-05-30 20:00:00,LAS,McCarran International,Delta Air Lines  ,Personal Injury,Checkpoint,-,0.0,-
4443,2014070214996,2014-06-23 00:00:00,2014-06-14 15:00:00,ORD,Chicago O'Hare International Airport,British Airways  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,-
4444,2014070214997,2014-06-21 00:00:00,2014-04-23 00:00:00,SAN,San Diego International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
4445,2014070214998,2014-06-23 00:00:00,2014-06-12 18:00:00,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Other,259.9,Approve in Full
4446,2014070214999,2014-06-23 00:00:00,2014-06-16 00:00:00,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,100.0,Approve in Full
4447,2014070215000,2014-06-24 00:00:00,2014-06-21 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,Deny
4448,2014070215001,2014-06-24 00:00:00,2014-06-22 08:35:00,PDX,Portland International,Frontier Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.0,Deny
4449,2014070215002,2014-06-24 00:00:00,2014-06-09 16:50:00,JFK,John F. Kennedy International,Air China,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,-
4450,2014070215003,2014-06-24 00:00:00,2014-04-29 16:45:00,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,Deny
4451,2014070315004,2014-06-24 00:00:00,2014-05-27 00:00:00,ROC,Greater Rochester International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4452,2014070315005,2014-06-24 00:00:00,2014-05-28 18:35:00,SPS,Sheppard AFB/Wichita Falls Municipal,American Airlines  ,Passenger Property Loss,Checkpoint,-,0.0,-
4453,2014070315006,2014-06-24 00:00:00,2014-02-22 00:00:00,STL,Lambert St. Louis International,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,-
4454,2014070315007,2014-06-24 00:00:00,2014-06-06 16:35:00,SGF,Springfield-Branson National Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video,0.0,Deny
4455,2014070315008,2014-06-25 00:00:00,2014-06-12 20:50:00,ORD,Chicago O'Hare International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
4456,2014070715009,2014-06-24 00:00:00,2014-06-09 09:00:00,CHS,Charleston International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4457,2014070715010,2014-06-24 00:00:00,2014-06-05 12:30:00,JFK,John F. Kennedy International,-,Passenger Property Loss,Checked Baggage,Cameras,0.0,-
4458,2014070715011,2014-06-25 00:00:00,2014-06-06 09:30:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
4459,2014070715012,2014-06-24 00:00:00,2014-05-16 00:00:00,CMH,Port Columbus International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4460,2014070715013,2014-06-24 00:00:00,2014-06-07 09:00:00,SAN,San Diego International,Southwest Airlines  ,Property Damage,Checked Baggage,Other,0.0,Deny
4461,2014070715014,2014-06-24 00:00:00,2014-06-23 18:30:00,ELP,El Paso International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,Deny
4462,2014070715015,2014-06-24 00:00:00,2014-06-12 06:00:00,JFK,John F. Kennedy International,EL AL Israeli Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,0.0,-
4463,2014070715016,2014-06-24 00:00:00,2014-06-18 18:00:00,DEN,Denver International Airport ,USAir  ,Property Damage,Checkpoint,Personal Accessories,0.0,-
4464,2014070715017,2014-06-24 00:00:00,2014-05-28 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,2000.0,Approve in Full
4465,2014070715018,2014-06-24 00:00:00,2014-06-13 11:45:00,BOS,Boston (Logan) International Airport ,Jet Blue,Property Damage,Checked Baggage,Personal Electronics,0.0,-
4466,2014070715019,2014-06-24 00:00:00,2014-06-17 00:00:00,OAK,Metropolitan Oakland International,-,Property Damage,Checkpoint,Computer & Accessories,0.0,-
4467,2014070715020,2014-06-24 00:00:00,2013-09-02 07:30:00,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,360.8,Approve in Full
4468,2014070715021,2014-06-19 00:00:00,2014-05-21 00:00:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,-,0.0,-
4469,2014070815022,2014-06-24 00:00:00,2014-06-14 00:00:00,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Home Decor,0.0,Deny
4470,2014070815023,2014-06-25 00:00:00,2014-03-31 00:00:00,EWR,Newark International Airport,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,-
4471,2014070815024,2014-06-25 00:00:00,2014-06-14 07:50:00,TUL,Tulsa International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
4472,2014070815025,2014-06-24 00:00:00,2014-06-11 15:30:00,EWR,Newark International Airport,Virgin America,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4473,2014070815026,2014-06-09 00:00:00,2014-05-01 15:30:00,SJU,Luis Munoz Marin International,-,Passenger Property Loss,Checkpoint,-,0.0,Deny
4474,2014070815027,2014-06-24 00:00:00,2014-06-12 00:00:00,BDL,Bradley International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
4475,2014070815028,2014-06-23 00:00:00,2014-05-25 00:00:00,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
4476,2014070815029,2014-06-24 00:00:00,2014-05-16 00:00:00,GFK,Grand Forks - Mark Andrews International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,-
4477,2014070815030,2014-06-23 00:00:00,2014-05-21 00:00:00,BDL,Bradley International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,19.89,Approve in Full
4478,2014070815031,2014-06-24 00:00:00,2014-05-25 11:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,50.44,Settle
4479,2014070815032,2014-06-23 00:00:00,2014-05-28 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checkpoint,Other,0.0,-
4480,2014070815033,2014-07-08 00:00:00,2014-07-08 12:35:00,STT,Cyril E. King International,-,Property Damage,Checkpoint,Food & Drink,20.0,Approve in Full
4481,2014070915034,2014-06-24 00:00:00,2014-05-31 22:25:00,BOS,Boston (Logan) International Airport ,Lufthansa  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Electronics,0.0,-
4482,2014070915035,2014-06-24 00:00:00,2014-06-12 11:00:00,SMF,Sacramento International Airport,UAL  ,Property Damage,Checked Baggage,Other,837.0,Settle
